age,height_in_cm,position_encoded,highest_market_value_in_eur
2.4847193919153847,0.24331326067705997,-1.2062586113775786,2.6496246180688017
2.1799465445341033,1.1190097064888405,0.48740779971295356,0.4255062299763601
2.0275601208434626,0.0973638530417632,-1.2062586113775786,3.104557924724074
2.4847193919153847,0.0973638530417632,-0.3594254058323125,2.093595021045691
2.0275601208434626,1.7028073370300274,0.48740779971295356,-0.07997522186283115
2.4847193919153847,0.0973638530417632,-0.3594254058323125,0.5771506655281176
2.1799465445341033,0.0973638530417632,-0.3594254058323125,0.5771506655281176
2.1799465445341033,-0.4864337774994238,1.3342410052582196,1.3859209884708237
2.7894922392966657,1.5568579293947307,0.48740779971295356,-0.2568937300065481
2.0275601208434626,1.5568579293947307,-1.2062586113775786,0.8298913914477132
2.4847193919153847,-0.34048436986412706,-1.2062586113775786,0.3244099396085219
2.0275601208434626,-2.2378266691229847,1.3342410052582196,0.27386179442460273
1.8751736971528221,0.0973638530417632,-0.3594254058323125,-0.3327159477824268
2.1799465445341033,-0.924282000405314,1.3342410052582196,-0.02942707667891202
2.4847193919153847,0.0973638530417632,-0.3594254058323125,0.8298913914477132
2.1799465445341033,0.0973638530417632,1.3342410052582196,-0.13052336704675027
2.1799465445341033,0.6811614835829503,1.3342410052582196,0.5266025203441984
2.637105815606025,0.0973638530417632,1.3342410052582196,0.374958084792441
3.094265086677947,0.827110891218247,0.48740779971295356,-0.18107151223066942
2.4847193919153847,0.0973638530417632,0.48740779971295356,-0.16085225415710175
2.4847193919153847,0.24331326067705997,-1.2062586113775786,0.8298913914477132
2.7894922392966657,1.994706152300621,0.48740779971295356,0.07166921368892624
2.1799465445341033,0.0973638530417632,-0.3594254058323125,0.07166921368892624
2.0275601208434626,0.0973638530417632,1.3342410052582196,1.537565424022581
2.332332968224744,0.0973638530417632,0.48740779971295356,0.6276988107120367
2.1799465445341033,1.8487567446653244,0.48740779971295356,-0.322606318745643
2.332332968224744,0.0973638530417632,-1.2062586113775786,0.8298913914477132
2.1799465445341033,0.0973638530417632,-1.2062586113775786,0.8298913914477132
1.8751736971528221,1.2649591141241372,1.3342410052582196,0.5771506655281176
2.0275601208434626,-0.6323831851347206,-0.3594254058323125,-0.2568937300065481
2.637105815606025,0.0973638530417632,-0.3594254058323125,-0.18107151223066942
2.332332968224744,-1.2161808156759075,1.3342410052582196,0.47605437516027926
2.0275601208434626,-0.048585554593533545,1.3342410052582196,0.02112106850500711
2.0275601208434626,0.6811614835829503,1.3342410052582196,-0.13052336704675027
2.637105815606025,0.38926266831235673,-0.3594254058323125,-0.3023870606720753
2.4847193919153847,0.0973638530417632,0.48740779971295356,-0.15579743963870984
2.0275601208434626,0.0973638530417632,1.3342410052582196,-0.07997522186283115
1.7227872734621814,-1.0702314080406108,-0.3594254058323125,-0.23161965741458854
2.332332968224744,0.0973638530417632,-0.3594254058323125,0.1727655040567645
2.332332968224744,0.0973638530417632,-1.2062586113775786,0.4255062299763601
2.0275601208434626,0.0973638530417632,1.3342410052582196,0.12221735887284536
1.7227872734621814,1.2649591141241372,-0.3594254058323125,0.22331364924068361
2.1799465445341033,0.0973638530417632,1.3342410052582196,0.02112106850500711
2.637105815606025,1.2649591141241372,-0.3594254058323125,-0.18107151223066942
2.4847193919153847,0.0973638530417632,0.48740779971295356,-0.2922774316352915
1.7227872734621814,0.0973638530417632,1.3342410052582196,-0.13052336704675027
2.332332968224744,0.0973638530417632,-0.3594254058323125,-0.07997522186283115
2.0275601208434626,1.7028073370300274,0.48740779971295356,-0.2518389154881562
2.332332968224744,0.0973638530417632,0.48740779971295356,0.12221735887284536
3.246651510368588,-0.6323831851347206,-0.3594254058323125,0.7287951010798749
2.7894922392966657,0.0973638530417632,-1.2062586113775786,-0.27205817356172385
1.8751736971528221,0.827110891218247,0.48740779971295356,-0.28216780259850766
2.1799465445341033,0.0973638530417632,-0.3594254058323125,0.3244099396085219
2.0275601208434626,0.24331326067705997,1.3342410052582196,0.4255062299763601
1.8751736971528221,0.0973638530417632,-0.3594254058323125,-0.10524929445479071
2.0275601208434626,0.9730602988535437,1.3342410052582196,1.0826321173673088
1.8751736971528221,0.0973638530417632,-1.2062586113775786,0.8298913914477132
2.332332968224744,-1.508079630946501,-0.3594254058323125,0.02112106850500711
2.1799465445341033,1.1190097064888405,0.48740779971295356,-0.28216780259850766
2.0275601208434626,0.0973638530417632,-0.3594254058323125,0.22331364924068361
2.0275601208434626,0.0973638530417632,-0.3594254058323125,-0.02942707667891202
2.332332968224744,-1.3621302233112043,-1.2062586113775786,2.6496246180688017
2.332332968224744,-0.1945349622288303,-0.3594254058323125,-0.13052336704675027
2.0275601208434626,-0.4864337774994238,-1.2062586113775786,0.4255062299763601
1.7227872734621814,0.38926266831235673,-1.2062586113775786,0.12221735887284536
2.1799465445341033,-0.1945349622288303,1.3342410052582196,0.8298913914477132
2.0275601208434626,0.0973638530417632,0.48740779971295356,0.6276988107120367
2.1799465445341033,0.9730602988535437,-0.3594254058323125,-0.15579743963870984
2.4847193919153847,-1.2161808156759075,2.1810742108034855,0.4255062299763601
2.0275601208434626,0.0973638530417632,-0.3594254058323125,-0.20634558482262896
1.7227872734621814,1.994706152300621,-1.2062586113775786,0.07166921368892624
2.0275601208434626,0.38926266831235673,-1.2062586113775786,-0.23161965741458854
1.8751736971528221,-0.048585554593533545,-0.3594254058323125,0.12221735887284536
1.8751736971528221,0.0973638530417632,1.3342410052582196,0.5266025203441984
1.7227872734621814,0.38926266831235673,-0.3594254058323125,0.07166921368892624
1.4180144260809002,0.827110891218247,-0.3594254058323125,-0.322606318745643
1.8751736971528221,0.0973638530417632,-0.3594254058323125,-0.23161965741458854
2.1799465445341033,-0.4864337774994238,-1.2062586113775786,-0.30744187519046723
1.7227872734621814,0.0973638530417632,-0.3594254058323125,0.22331364924068361
1.7227872734621814,1.7028073370300274,0.48740779971295356,0.779343246263794
2.637105815606025,0.9730602988535437,1.3342410052582196,-0.23161965741458854
1.5704008497715407,-1.508079630946501,-1.2062586113775786,0.07166921368892624
2.4847193919153847,1.7028073370300274,0.48740779971295356,-0.18107151223066942
1.7227872734621814,1.1190097064888405,-0.3594254058323125,0.5266025203441984
1.7227872734621814,1.1190097064888405,0.48740779971295356,-0.3327159477824268
2.1799465445341033,-0.1945349622288303,-0.3594254058323125,-0.23161965741458854
1.4180144260809002,0.0973638530417632,0.48740779971295356,1.2342765529190662
1.8751736971528221,0.38926266831235673,1.3342410052582196,0.374958084792441
1.8751736971528221,0.0973638530417632,1.3342410052582196,0.7287951010798749
2.0275601208434626,0.0973638530417632,1.3342410052582196,-0.13052336704675027
1.7227872734621814,-0.1945349622288303,-0.3594254058323125,-0.27711298808011575
1.8751736971528221,0.0973638530417632,1.3342410052582196,-0.07997522186283115
1.8751736971528221,0.0973638530417632,-0.3594254058323125,-0.3377707623008187
1.7227872734621814,-0.4864337774994238,-1.2062586113775786,0.12221735887284536
1.7227872734621814,-0.6323831851347206,1.3342410052582196,-0.322606318745643
1.5704008497715407,0.0973638530417632,-1.2062586113775786,-0.23161965741458854
1.8751736971528221,-0.048585554593533545,1.3342410052582196,-0.20129077030423706
1.7227872734621814,0.24331326067705997,0.48740779971295356,-0.2568937300065481
1.7227872734621814,0.38926266831235673,0.48740779971295356,-0.28216780259850766
