age,bmi,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,total_days_injured,season_days_injured_prev_season
-1.94067292278029,1.0711905023438542,,,-0.4920015867586115,
-1.686590657253757,1.0711905023438542,-0.9365600192355179,0.21782100656415587,-0.4920015867586115,-0.8100281766390047
0.09198520143197353,-0.4376646557566686,,,-0.17127362443674363,
0.6001497324850394,-0.4376646557566686,0.2182614376723828,0.4305407709939436,-0.17127362443674363,0.16276815896280392
0.8542319980115723,-0.4376646557566686,0.16192868367687543,0.11146112434926199,-0.17127362443674363,0.06786119939189575
1.1083142635381054,-0.4376646557566686,-0.10095750163549227,0.39508747692231244,-0.17127362443674363,-0.5490340378190073
0.8542319980115723,0.06884847537302405,,,-0.3044990857089041,
1.1083142635381054,0.06884847537302405,-0.6548962492579812,0.7496204176386252,-0.3044990857089041,-0.5727607777117343
0.09198520143197353,0.7234860123596877,,,-0.6449641534044254,
0.3460674669585065,0.7234860123596877,-0.753478568750119,1.4941395931428822,-0.6449641534044254,-0.6558043673362789
0.6001497324850394,0.7234860123596877,-0.30985813103549864,1.1218800053907538,-0.6449641534044254,0.09158793928462279
-1.432508391727224,-0.8528563062888951,,,-1.2321430382706142,
-0.1620970640945594,-0.30719200567993227,,,0.8649244076800603,
-0.1620970640945594,-0.30719200567993227,0.5985075271420575,0.11146112434926199,0.8649244076800603,0.48307914751461895
0.09198520143197353,-0.30719200567993227,0.5985075271420575,0.11146112434926199,0.8649244076800603,0.48307914751461895
0.09198520143197353,-0.30719200567993227,0.23234462617125962,0.14691441842089278,0.8649244076800603,-0.44226370830173556
0.3460674669585065,-0.30719200567993227,0.049263175685860736,0.16464106545670892,0.8649244076800603,-0.44226370830173556
0.3460674669585065,-0.30719200567993227,0.2576943654692379,0.26036495945011323,0.8649244076800603,0.8982970956373422
-1.1784261262006912,0.057665649389673876,,,-0.4081188889205845,
-0.9243438606741582,1.3726346223317423,,,-0.6745698114649055,
1.1083142635381054,1.6498047818043784,,,0.5145907872977122,
-2.194755188306823,-0.032401557247076794,,,-0.3291704674259709,
0.3460674669585065,0.5425803705401495,,,0.7514360517815531,
0.6001497324850394,0.5425803705401495,-0.23240059429167603,0.9623401820684129,0.7514360517815531,-0.21685967932082872
0.8542319980115723,0.5425803705401495,0.45063404790385064,-0.04807869897307881,0.7514360517815531,0.9338872054764327
1.3623965290646383,0.5425803705401495,0.5938131309757654,-0.3494316985819446,0.7514360517815531,0.7203465464418893
